,course_title,is_paid,price,num_reviews,level,subject,year,convertedtime,Bag_Of_Words,Words_Vector
1831,Instant Harmonica - play Dylan's Blowing in the Wind today!,1.0,20,5,0,Musical Instruments,2016,1.0,instant harmonica play dylan blowing wind today musical instruments,0.0
1832,Improvise On The Piano In 30 Minutes,1.0,40,8,1,Musical Instruments,2016,90.0,improvise piano 30 minutes musical instruments,0.0
1833,Cajon Step-by-Step: Beginner > Intermediate > Advanced,1.0,35,9,0,Musical Instruments,2017,180.0,cajon step beginner intermediate advanced musical instruments,0.0
1834,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,1.0,45,21,0,Musical Instruments,2016,120.0,blues guitar lessons volume 2 slow essentials musical instruments,0.0
1835,Instant Harmonica - play the gorgeous Skye Boat Song now!,1.0,20,9,1,Musical Instruments,2015,38.0,instant harmonica play gorgeous skye boat song musical instruments,0.0
1836,Learn to Play Trombone: Go From Beginner to Pro in No Time!,1.0,50,47,0,Musical Instruments,2015,450.0,learn play trombone go beginner pro time musical instruments,0.0
1837,FingerstyleGuitar by Jacques Stotzem - Basic Level,1.0,30,12,0,Musical Instruments,2015,90.0,fingerstyleguitar jacques stotzem basic level musical instruments,0.0
1838,Instant Harmonica - play two Star Wars themes in 30 minutes ,1.0,20,21,1,Musical Instruments,2015,42.0,instant harmonica play two star wars themes 30 minutes musical instruments,0.0
1839,Play Piano To-day! - Beginner Piano Lessons For Busy People!,1.0,100,16,1,Musical Instruments,2016,240.0,play piano day beginner lessons busy people musical instruments,0.0
1840,Learn to Play the Flute: Beginner to Pro in Under Five Hours,1.0,50,116,1,Musical Instruments,2014,420.0,learn play flute beginner pro five hours musical instruments,0.0
1841,Play Piano 7: Improvise on For All We Know in F Key by Ear,1.0,50,3,0,Musical Instruments,2016,90.0,play piano 7 improvise know f key ear musical instruments,0.0
1842,World's Fastest Piano Method - The Piano Revolution!,1.0,95,58,1,Musical Instruments,2013,120.0,world fastest piano method revolution musical instruments,0.0
1843,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,1.0,50,157,1,Musical Instruments,2014,450.0,learn play trumpet beginner pro made easy way musical instruments,0.0
1844,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,1.0,50,93,1,Musical Instruments,2015,360.0,learn play clarinet beginner pro five hours musical instruments,0.0
1845,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",1.0,50,15,0,Musical Instruments,2013,41.0,learn play piano using pop r b gospel chords musical instruments,0.0
1846,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,1.0,95,11,0,Musical Instruments,2015,150.0,play ear 4 song 3 chords using key musical instruments,0.0
1847,Worship Piano: From Beginner to Pro,1.0,80,11,0,Musical Instruments,2017,180.0,worship piano beginner pro musical instruments,0.0
1848,Easy to play Christmas Songs for Guitar,1.0,100,8,0,Musical Instruments,2015,30.0,easy play christmas songs guitar musical instruments,0.0
1849,Ultimate Blues Guitar Beginner Lessons,1.0,20,57,1,Musical Instruments,2014,630.0,ultimate blues guitar beginner lessons musical instruments,0.1543033499620919
1850,How to Play Piano - Your First Lesson!,0.0,0,7,1,Musical Instruments,2017,31.0,play piano first lesson musical instruments,0.0
1851,Playing Piano : Reading and Playing Classical Tunes Vol.I,1.0,50,6,1,Musical Instruments,2015,120.0,playing piano reading classical tunes vol musical instruments,0.0
1852,Blues School! A Course For Beginners in Blues Piano & Improv,1.0,120,44,0,Musical Instruments,2017,180.0,blues school course beginners piano improv musical instruments,0.14433756729740646
1853,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,1.0,80,6,0,Musical Instruments,2015,120.0,learn fun dreamy piano techniques 2 play silver bells musical instruments,0.0
1854,31 Day Guitar Challenge,1.0,40,22,1,Musical Instruments,2015,210.0,31 day guitar challenge musical instruments,0.0
1855,Percussive Fingerstyle Guitar,1.0,50,43,2,Musical Instruments,2015,90.0,percussive fingerstyle guitar musical instruments,0.0
1856,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,1.0,50,158,1,Musical Instruments,2014,300.0,learn play saxophone beginner pro four hours musical instruments,0.0
1857,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",1.0,100,19,1,Musical Instruments,2015,120.0,learn bass guitar fun amaze friends easy musical instruments,0.0
1858,Guitar Insanity Workout - Eatmystrings!,1.0,50,17,0,Musical Instruments,2012,150.0,guitar insanity workout eatmystrings musical instruments,0.0
1859,Playing Piano:  Play Chords and Popular Pieces Vol.I,1.0,100,7,1,Musical Instruments,2016,180.0,playing piano play chords popular pieces vol musical instruments,0.0
1860,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,1.0,75,6,2,Musical Instruments,2016,30.0,guitar chord riot learn play like jedi musical instruments,0.0
1861,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,1.0,50,10,1,Musical Instruments,2015,120.0,guitar learn 12 must know beginner rock riffs musical instruments,0.0
1862,Guitar Fretboard Mastery for the Blues Guitarist,1.0,20,6,0,Musical Instruments,2014,1.0,guitar fretboard mastery blues guitarist musical instruments,0.0
1863,Quick & Easy Piano Chords: Play more songs with more chords,1.0,55,4,1,Musical Instruments,2014,150.0,quick easy piano chords play songs musical instruments,0.0
1864,Instant Harmonica - play Scarborough Fair in 8 easy lectures,1.0,40,4,1,Musical Instruments,2015,1.0,instant harmonica play scarborough fair 8 easy lectures musical instruments,0.0
1865,Piano With Willie: Blues n' Boogie Vol. 2,1.0,40,8,2,Musical Instruments,2016,150.0,piano willie blues n boogie vol 2 musical instruments,0.0
1866,Have Fun with Beginner Blues Piano,1.0,75,24,0,Musical Instruments,2013,150.0,fun beginner blues piano musical instruments,0.0
1867,Learn to Play Harp: Beginners Course,0.0,0,7,1,Musical Instruments,2017,41.0,learn play harp beginners course musical instruments,0.1543033499620919
1868,Instant Harmonica - play this classic 8 bar blues tune!,1.0,40,4,0,Musical Instruments,2017,1.0,instant harmonica play classic 8 bar blues tune musical instruments,0.0
1869,Guitar Lessons - Learning The Neck - Fretboard Mastery,1.0,45,30,0,Musical Instruments,2016,360.0,guitar lessons learning neck fretboard mastery musical instruments,0.0
1870,Take your double bass drum technique to the next level,1.0,40,7,2,Musical Instruments,2016,330.0,take double bass drum technique next level musical instruments,0.0
1871,How To Play The Cajon: For Beginners,1.0,30,15,0,Musical Instruments,2015,90.0,play cajon beginners musical instruments,0.0
1872,Slide Guitar- Slide Soloing Essentials,1.0,50,20,0,Musical Instruments,2016,180.0,slide guitar soloing essentials musical instruments,0.0
1873,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,1.0,60,4,0,Musical Instruments,2016,1.0,learn piano 8 use augmented chord sub whole tone scales musical instruments,0.0
1874,Learn Acoustic Guitar for Worship,1.0,40,18,1,Musical Instruments,2017,120.0,learn acoustic guitar worship musical instruments,0.0
1875,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,1.0,70,18,2,Musical Instruments,2016,150.0,learn 3 time r rahman hits carnatic flute musical instruments,0.0
1876,Guitar Lessons: The Essential Beginner & Intermediate Course,0.0,0,39,0,Musical Instruments,2016,120.0,guitar lessons essential beginner intermediate course musical instruments,0.14433756729740646
1877,Instant Harmonica - play the groovy Irish Washerwoman now!,1.0,40,8,1,Musical Instruments,2017,1.0,instant harmonica play groovy irish washerwoman musical instruments,0.0
1878,Music Fundamentals: Learn Beatmaking with Pen Tapping,1.0,200,2,0,Musical Instruments,2015,120.0,music fundamentals learn beatmaking pen tapping musical instruments,0.0
1879,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",1.0,115,20,0,Musical Instruments,2015,120.0,"learn play fernando sor study b minor "", https :// www udemy com /, true 115 1403 5 9 intermediate level 43 mins 2014 01 27t20 58 16z 398746 piano chord based system pros musical instruments",0.0
1880,Beginner Guitar Lessons by Paul Gronow,1.0,50,4,0,Musical Instruments,2016,210.0,beginner guitar lessons paul gronow musical instruments,0.0
1881,Guitar Fretboard Secrets,1.0,55,13,2,Musical Instruments,2016,120.0,guitar fretboard secrets musical instruments,0.0
1882,Learn to Play French Horn: Beginner to Pro Made the Easy Way,1.0,50,27,1,Musical Instruments,2014,480.0,learn play french horn beginner pro made easy way musical instruments,0.0
1883,150 Rock Guitar Licks You MUST Know,1.0,45,14,0,Musical Instruments,2016,270.0,150 rock guitar licks must know musical instruments,0.0
1884,Didgeridoo - from zero to HERO! Part One - beginning,1.0,35,11,1,Musical Instruments,2016,180.0,didgeridoo zero hero part one beginning musical instruments,0.0
1885,Learn Piano Scales: Play any song in any key! Like Pro's do,1.0,50,9,1,Musical Instruments,2014,150.0,learn piano scales play song key like pro musical instruments,0.0
1886,Instant Harmonica - play the groovy Valens La Bamba now!,1.0,20,4,1,Musical Instruments,2016,44.0,instant harmonica play groovy valens la bamba musical instruments,0.0
1887,Blues Master - Beginner's Techniques Piano Course,0.0,0,41,0,Musical Instruments,2016,90.0,blues master beginner techniques piano course musical instruments,0.14433756729740646
1888,"How to play Djembe, Drums & Rhythm. Level 2",1.0,40,14,2,Musical Instruments,2015,120.0,play djembe drums rhythm level 2 musical instruments,0.0
1889,Instant Harmonica - play Amazing Grace with grace and ease!,1.0,40,6,1,Musical Instruments,2015,1.0,instant harmonica play amazing grace ease musical instruments,0.0
1890,Instant Harmonica - play Amazing Grace + Ode to Joy now!,1.0,40,7,0,Musical Instruments,2016,90.0,instant harmonica play amazing grace ode joy musical instruments,0.0
1891,Play Thousands of Songs On The Guitar | Cheater Chords,1.0,100,5,1,Musical Instruments,2017,1.0,play thousands songs guitar cheater chords musical instruments,0.0
1892,Piano Improvisation from Day One,1.0,20,37,0,Musical Instruments,2013,180.0,piano improvisation day one musical instruments,0.0
1893,Classical Guitar Essentials - The Basics Part 1,1.0,65,19,1,Musical Instruments,2016,270.0,classical guitar essentials basics part 1 musical instruments,0.0
1894,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,1.0,60,8,0,Musical Instruments,2016,120.0,learn piano 7 chromatic chords scale run musical instruments,0.0
1895,Play all major scales by ear - no notation required!,1.0,40,8,1,Musical Instruments,2015,210.0,play major scales ear notation required musical instruments,0.0
1896,How to play in a local Irish music session with confidence,1.0,40,5,0,Musical Instruments,2016,1.0,play local irish music session confidence musical instruments,0.0
1897,The Total Beginner's Guitar Course,0.0,0,357,1,Musical Instruments,2016,90.0,total beginner guitar course musical instruments,0.1666666666666667
1898,Virtual Piano Lessons - A New Way To Learn Piano,1.0,50,29,0,Musical Instruments,2013,1.0,virtual piano lessons new way learn musical instruments,0.0
1899,16 Guitar Chords to Jam With - (Beginner - Intermediate),1.0,20,19,1,Musical Instruments,2015,1.0,16 guitar chords jam beginner intermediate musical instruments,0.0
1900,Free Beginner Electric Guitar Lessons,0.0,0,1042,1,Musical Instruments,2012,270.0,free beginner electric guitar lessons musical instruments,0.0
1901,101 Awesome Rockabilly Guitar Licks,1.0,40,64,2,Musical Instruments,2016,150.0,101 awesome rockabilly guitar licks musical instruments,0.0
1902,A beginner`s guide to fingerpicking and strumming guitar',0.0,0,29,1,Musical Instruments,2016,120.0,beginner guide fingerpicking strumming guitar musical instruments,0.0
1903,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",1.0,40,8,1,Musical Instruments,2017,1.0,instant harmonica basic 12 bar blues course easy fun musical instruments,0.12309149097933275
1904,Your First Course on Piano,1.0,70,34,1,Musical Instruments,2015,240.0,first course piano musical instruments,0.18257418583505539
1905,Acoustic Guitar Basics,0.0,0,224,1,Musical Instruments,2014,120.0,acoustic guitar basics musical instruments,0.0
1906,Cracking the Violin Code!,1.0,120,82,0,Musical Instruments,2015,330.0,cracking violin code musical instruments,0.0
1907,Instant Bodhran - part one; learn the basics of drumming now,1.0,30,31,1,Musical Instruments,2016,1.0,instant bodhran part one learn basics drumming musical instruments,0.0
1908,"Play The Piano By Ear | Master Class, Learn By Doing",1.0,175,38,0,Musical Instruments,2016,150.0,play piano ear master class learn musical instruments,0.0
1909,Discover Classical Guitar Level 2   ,1.0,75,35,2,Musical Instruments,2015,690.0,discover classical guitar level 2 musical instruments,0.0
1910,Fingerpicking Classics - Great songs played fingerstyle!,1.0,20,11,0,Musical Instruments,2015,120.0,fingerpicking classics great songs played fingerstyle musical instruments,0.0
1911,6 Must Know Tricks to Successful Solos,1.0,35,38,0,Musical Instruments,2015,240.0,6 must know tricks successful solos musical instruments,0.0
1912,CAGED System for Guitar (Guitar Lessons from Lutz Academy),1.0,50,15,0,Musical Instruments,2016,90.0,caged system guitar lessons lutz academy musical instruments,0.0
1913,Learn the Violin - No Music Experience Necessary!,1.0,120,27,1,Musical Instruments,2015,180.0,learn violin music experience necessary musical instruments,0.0
1914,Your Second Course on Piano: Two Handed Playing,1.0,70,12,1,Musical Instruments,2015,300.0,second course piano two handed playing musical instruments,0.14433756729740646
1915,How to Design Your Own Guitar,1.0,50,34,0,Musical Instruments,2014,300.0,design guitar musical instruments,0.0
1916,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,0.0,0,31,2,Musical Instruments,2013,90.0,play blues guitar broonzy mcghee lessons musical instruments,0.0
1917,Play Sonny Terry style on Harmonica and dazzle your friends!,1.0,200,49,0,Musical Instruments,2014,330.0,play sonny terry style harmonica dazzle friends musical instruments,0.0
1918,Blues and Advanced Guitar Lessons,1.0,85,46,0,Musical Instruments,2013,450.0,blues advanced guitar lessons musical instruments,0.0
1919,Learn basics of South Indian Carnatic Flute Step by Step ,1.0,150,113,1,Musical Instruments,2015,240.0,learn basics south indian carnatic flute step musical instruments,0.0
1920,Basic Piano Hymn Playing,1.0,20,21,1,Musical Instruments,2013,90.0,basic piano hymn playing musical instruments,0.0
1921,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,1.0,35,18,0,Musical Instruments,2014,90.0,1 piano hand coordination play 10th ballad eb key songs musical instruments,0.0
1922,Piano Music Theory (Back To Basics) by JFilt,0.0,0,308,1,Musical Instruments,2017,30.0,piano music theory back basics jfilt musical instruments,0.0
1923,Guitar - 12  Strumming Patterns You Must Know For Guitar,1.0,50,40,1,Musical Instruments,2015,1.0,guitar 12 strumming patterns must know musical instruments,0.0
1924,Guitar Lessons for complete beginners - super simple and fun,1.0,20,9,1,Musical Instruments,2016,40.0,guitar lessons complete beginners super simple fun musical instruments,0.0
1925,CAGED Pentatonic System for Guitar - Level 3,1.0,45,17,0,Musical Instruments,2016,90.0,caged pentatonic system guitar level 3 musical instruments,0.0
